Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Packets Looked Up,Packets Matched
74,10185,10217,74,66,5,759,829,6,0,0,0,0,0,2013,1916
1678,31572958,44358907,3228,2116,0,0,556,4,0,0,0,0,0,15116,14990
1139,31535862,12805264,2081,1737,152,6170689,5969,84,496,4962,496,4962,496,10427,10304
363,6321594,6357279,1022,71,35,2732,1975457,153,250031,6346332,250031,6346332,250031,1528,1421
1495,202274,31739434,2686,2181,2,278,278,2,0,0,0,0,0,12904,12667
778,18937532,6331244,442,166,4,556,556,4,0,0,0,0,0,2740,2636
185555,26775290,36631859,120418,1620,64,4647,280,2,0,0,0,0,0,512041,511960
743,25217187,101457,989,742,89,3414019,3480,46,0,0,0,0,0,4987,4872
683,12643576,6354993,719,261,156,6171263,7169,100,0,0,0,0,0,2158,2039
67792,16262363,16459503,71450,136,5165,3163861,278169,5133,0,0,0,0,0,139531,139471
463,12614884,6337352,533,161,0,0,278,2,0,0,0,0,0,167303,167197
452,6333333,11494573,96001,196,69,2364415,176974,3271,0,0,0,0,0,192622,192518
84,11187,6314680,259,76,5,598,668,6,0,0,0,0,0,3260,3158
3389,75724466,75921668,4805,2192,0,0,278,2,0,0,0,0,0,9715,9553
3491,69439508,94896962,5745,2957,0,0,280,2,0,0,0,0,0,20648,20422
53,7174,7132,52,36,5,593,801,6,0,0,0,0,0,17306,17207
285,30831,12652908,853,206,4,556,3609,46,0,0,0,0,0,3086,2991
329,29291,14093,107,106,91,6575,556,4,0,0,0,0,0,1229,1138
186,6304394,18791,194,76,0,0,556,4,0,0,0,0,0,54831,54740
2194,31680686,146537,1092,1566,4,560,556,4,0,0,0,0,0,7365,7233
4563,57067816,82279580,5233,2987,4,556,556,4,0,0,0,0,0,13119,12956
10,856,7222,53,36,0,0,871,7,0,0,0,0,0,163,84
252,17422,12620637,452,101,11,1003,1622,16,0,0,0,0,0,1746,1655
1802,245126,69599890,4370,2666,2,278,280,2,0,0,0,0,0,23980,23851
1546,37852668,25371777,2221,1222,0,0,736,5,49,490,49,490,49,4651,4504
82,11155,11103,82,76,4,560,556,4,0,0,0,0,0,58206,58110
3868,56986708,44368032,3346,2222,4,556,556,4,0,0,0,0,0,16034,15811
813,25221868,6352336,756,151,17,263555,1415,15,0,0,0,0,0,2716,2617
3782,88340443,93008919,411994,1957,0,0,280,2,0,0,0,0,0,658385,658258
1342,79527,6375835,1413,56,239,13991,2637473,270,631937,6355067,631937,6355067,631937,3082,2994
309,27578,18922776,614,96,2,278,278,2,0,6303286,0,6303286,0,3874,3774
194,26500,26960,201,246,4,556,556,4,0,0,0,0,0,268763,268660
158422,14868146,14862851,158351,191,8773,474082,474028,8772,0,0,0,0,0,317258,317156
695,6442518,12639498,572,270,5,598,560,4,0,0,0,0,0,1716,1609
1796,19051047,19049797,1773,1151,4,556,556,4,0,0,0,0,0,7695,7576
4416,69606330,251520,1848,2736,4,560,556,4,0,0,0,0,0,13333,13193
682,6440823,12637877,561,255,33,789175,560,4,212,9066,212,9066,212,1679,1575
766,6355745,25342217,119299,226,91,6124,270278,5002,0,0,0,0,0,120588,120476
50,7048,6854,50,36,4,551,593,5,0,0,0,0,0,193,99
370,6323214,12535,93,91,41,3279,556,4,0,0,0,0,0,920,819
3882,56988654,44369978,3360,2242,4,556,556,4,0,0,0,0,0,16070,15847
1871,31586291,56975475,3654,2242,0,0,278,2,0,0,0,0,0,15985,15852
144,18972,18916,145,156,5,598,598,5,0,0,0,0,0,82767,82655
248,17136,12629604,519,196,0,0,560,4,0,0,0,0,0,929,866
11,926,12967,96,96,0,0,280,2,0,0,0,0,0,70674,70577
4298,63310490,38084512,3377,2321,2,278,280,2,0,0,0,0,0,16465,16240
602,12624605,12689498,1103,661,0,0,556,4,0,0,0,0,0,4413,4301
1402,44136821,6440801,1590,866,0,0,556,4,0,7021,0,7021,0,4048,3976
693,12649759,40463,303,406,2,278,278,2,0,0,0,0,0,2287,2169
99,12981,12619,95,96,4,362,320,3,0,0,0,0,0,101268,101160
3205,6479213,20734,159,176,96,5354,278,2,0,0,0,0,0,10989,10888
138,18300,6337543,543,151,2,278,278,2,0,0,0,0,0,3885,3781
325,6314062,6353109,635,376,0,0,560,4,0,0,0,0,0,1270,1203
1110,12666076,12620755,451,106,123,4727278,556,4,0,0,0,0,0,2038,1943
2267,31674010,6437190,1227,1326,2,278,280,2,0,0,0,0,0,8962,8834
114,14969,30167,336,116,4,556,556,4,0,7285,0,7285,0,1248,1152
507,6340099,27841,199,261,4,556,759,5,0,0,0,0,0,215640,215521
135,9415,6318066,285,111,0,0,278,2,0,0,0,0,0,507,454
2945,69403368,63307998,4338,2172,0,0,560,4,0,0,0,0,0,10012,9848
174772,57778867,36950223,284456,1157,4,556,6040168,159,0,0,0,0,0,646275,646150
2519,12895814,31837680,3541,3067,4,556,556,4,0,0,0,0,0,22988,22763
2493,44264475,37981473,2611,1221,79,5620,5645614,138,0,0,0,0,0,11388,11182
118,15639,15681,119,126,3,322,322,3,0,0,0,0,0,754,696
383,6324257,13453,101,101,4,556,556,4,0,0,0,0,0,1263,1156
12,1012,14695,108,116,0,0,602,5,0,0,0,0,0,223,167
1871,31586291,56992989,3780,2437,0,0,278,2,0,0,0,0,0,17487,17353
198,19323,6323137,377,81,4,556,560,4,630335,6303353,630335,6303353,630335,842,749
18848,1024535,8522,62,51,49,3803,556,4,0,0,0,0,0,38442,38352
350359,21127135,59428436,213046,1687,4,556,280,2,0,0,0,0,0,655134,655008
1310,37839123,12824492,2264,1877,0,0,560,4,0,0,0,0,0,4838,4758
2876,12745271,6467693,2940,166,102,5508,6068,106,502,6439752,502,6439752,502,7516,7418
2431,37959717,37961115,2449,1042,2,278,278,2,0,0,0,0,0,7536,7363
547,6338755,20094,153,171,4,556,556,4,0,0,0,0,0,2143,2038
289063,167832429,31923633,306213,2740,121,4333868,278,2,0,0,0,0,0,966313,966169
131,18006,6321241,301,151,2,278,348,3,0,6303287,0,6303287,0,693,588
170,22586,25229064,1191,196,5,598,560,4,0,0,0,0,0,2502,2404
1283,18980239,25276405,1357,414,4,556,556,4,0,0,0,0,0,3787,3629
103,14507,92559,1548,116,4,556,7458,127,513,70524,513,70524,513,1850,1756
361,12607883,28046,314,101,0,0,556,4,0,0,0,0,0,128417,128326
249,6313626,10035,74,66,109,4071128,833,6,0,0,0,0,0,1733,1646
325,6313512,6345135,576,304,0,0,280,2,0,0,0,0,0,2530,2374
189,6304641,29471,274,191,0,0,278,2,0,0,0,0,0,1053,951
3363,44387298,57006728,3880,2596,4,556,560,4,0,0,0,0,0,17799,17573
5593,88554143,31791833,3277,2427,4,556,556,4,0,0,0,0,0,15051,14908
179089,26510295,12668523,299817,1430,56,4119,556,4,0,0,0,0,0,954711,954579
580,49105,19156,142,161,2,278,280,2,0,0,0,0,0,1865,1766
2399,31684041,6439150,1241,1346,4,556,560,4,0,0,0,0,0,9403,9275
2560,50502824,69624530,4466,2547,0,0,556,4,0,0,0,0,0,16386,16163
1710,37866290,55242437,413926,1207,0,0,598,5,0,0,0,0,0,985980,985857
1109,31533617,22679303,238471,1130,0,0,560,4,0,0,0,0,0,509298,509217
803,18941826,39690,405,221,4,556,556,4,0,0,0,0,0,232570,232464
775,12763336,12659754,938,201,103,7221,5514618,139,0,0,0,0,0,3619,3515
1019,31527663,6427354,1389,907,0,0,556,4,0,0,0,0,0,4411,4299
143,18898,18898,143,156,4,556,556,4,0,0,0,0,0,779,674
192,25372,6351343,697,226,2,280,278,2,0,0,0,0,0,123720,123604
5167,75968376,38123818,3708,2686,65,4582,560,4,0,0,0,0,0,18521,18295
1848,12802633,19112637,2135,2032,4,556,556,4,0,0,0,0,0,13231,13015
247,25581,17560,125,146,5,598,556,4,0,0,0,0,0,6095,5991
4918,126158720,94964922,6667,3107,0,0,560,4,0,0,0,0,0,26027,25799
2474,25431356,31747258,2822,2086,2,278,278,2,0,0,0,0,0,11821,11684
349117,14728785,31821800,155873,1270,2,278,280,2,0,0,0,0,0,647201,647077
406,6318898,12634438,641,164,0,0,280,2,630261,6302618,630261,6302618,630261,1702,1555
826,95568,110730,1038,867,4,556,556,4,0,0,0,0,0,3340,3216
1881,103481,6414136,2054,121,97,5238,5794,101,518,6397753,518,6397753,518,4009,3946
1999,31636675,87146,664,906,4,556,556,4,0,0,0,0,0,5124,5002
49,7032,7132,52,36,6,833,801,6,0,0,0,0,0,1214,1120
3309,25516842,38113713,3504,2706,2,278,278,2,0,0,0,0,0,14851,14713
156,20608,10920114,85380,176,2,278,300788,5567,0,0,0,0,0,85921,85822
2239,56777117,55086314,409944,1237,1,70,280,2,0,0,0,0,0,648193,648067
654,12640479,33682,301,236,75,2626953,3208,40,0,0,0,0,0,1469,1363
503,6332789,6324663,384,106,4,556,556,4,0,0,0,0,0,1176,1081
3510,75739226,82214869,4900,1916,0,0,560,4,0,0,0,0,0,17590,17469
548,18912052,17359897,412252,787,0,0,556,4,0,0,0,0,0,979918,979802
365,29326,6317315,303,76,40,3208,2233148,66,249512,6303286,249512,6303286,249512,1064,975
234,6311501,8008,59,46,3,320,320,3,0,0,0,0,0,469,387
2809,38016573,31702041,2462,1681,4,560,560,4,0,0,0,0,0,7753,7594
7964,157958874,126501644,7986,2957,2,278,278,2,0,0,0,0,0,29039,28800
101,13841,13841,101,106,4,556,556,4,0,0,0,0,0,51034,50938
527,6327752,18945401,844,246,1,70,556,4,0,0,0,0,0,270888,270796
1012,12680153,12671674,892,612,4,556,556,4,0,0,0,0,0,3457,3348
916,17901137,26378,201,236,145,5252932,598,5,0,0,0,0,0,2103,2001
292,25143,6320593,344,114,2,278,278,2,0,0,0,0,0,917,782
733,96038,19020234,1474,1021,4,556,556,4,0,0,0,0,0,5787,5618
3141,44356440,50672812,3487,2251,4,556,560,4,0,0,0,0,0,16285,16060
158351,14862851,21804,166,191,8453,456802,556,4,0,0,0,0,0,159590,159478
68,9234,9234,68,56,4,560,560,4,0,0,0,0,0,134,80
89,11979,11727,83,86,2,278,278,2,351,15626,351,15626,351,1296,1204
4008,63287041,25438803,2579,2096,4,556,556,4,0,7747,0,7747,0,11894,11754
241,16670,12622028,460,121,33,2474,1313977,43,0,0,0,0,0,2547,2456
5929,101168628,19136032,2384,2126,2,278,278,2,0,0,0,0,0,17495,17357
243,34119,12784742,1191,326,4,556,556,4,0,0,0,0,0,3496,3380
3703,56938391,69516217,3625,1432,2,278,278,2,0,0,0,0,0,10901,10694
320,39431,6367862,856,376,4,556,4070924,108,0,0,0,0,0,3702,3587
717,25215239,45824,562,116,0,0,556,4,769,7699,769,7699,769,110009,109917
2510,25427285,44341175,3086,2002,2,278,278,2,0,0,0,0,0,8135,7979
177,19476,20418,189,154,4,556,560,4,0,0,0,0,0,1053,905
455,31365,25226533,791,96,64,4501,4726996,121,1260657,12606571,1260657,12606571,1260657,2292,2201
592,12632355,6336622,531,146,4,556,556,4,0,0,0,0,0,7208,7112
2255,6425123,15663,116,126,96,5354,278,2,0,0,0,0,0,3456,3355
380,6323493,14394552,45439,86,2,278,5646398,151,0,0,0,0,0,46141,46036
378,26191,18994393,1178,877,0,0,278,2,0,0,0,0,0,4353,4243
214,21741,47665,724,111,2,278,5354,96,496,32994,496,32994,496,1299,1202
79476,4300691,4316078,79701,121,15593,842378,847007,15659,0,0,0,0,0,159613,159517
1052,140977,44326982,3170,1506,2,278,278,2,0,0,0,0,0,11602,11471
6662,88667916,260416,1912,2836,2,278,278,2,0,0,0,0,0,15502,15364
288209,150853731,25589032,305755,2480,4,556,556,4,0,6303352,0,6303352,0,964378,964234
6428,120077675,82284995,5758,2136,4,556,560,4,723,7238,723,7238,723,19918,19790
497,6333102,27484,280,154,140,5776700,5114,73,0,0,0,0,0,1053,905
938,18951278,31586901,1710,226,2,278,3458,46,0,0,0,0,0,3217,3114
1293,25252730,31703971,2511,1662,0,0,278,2,0,0,0,0,0,10208,9996
3104,12770286,19366,147,161,128,7695,364,4,0,0,0,0,0,6366,6266
68,9162,9162,68,56,4,556,556,4,603894,6039814,603894,6039814,603894,414,331
692,43505,50834,799,66,104,6105,10544,167,958,40285,958,40285,958,1733,1646
316640,101471468,70165203,317715,2047,0,0,278,2,0,0,0,0,0,996973,996846
177,23430,23430,177,206,4,556,556,4,0,0,0,0,0,190617,190513
151,10471,6377941,449,319,93,6415,5120809,130,-258,0,-258,0,-258,1836,1731
3462,44370030,38106496,3868,2081,4,556,5776704,140,0,0,0,0,0,18800,18580
365,12608151,29187,329,101,0,0,560,4,0,0,0,0,0,885,797
1006,6356730,45627,722,76,97,5578,5578,97,459,33912,459,33912,459,2085,2000
66882,3622768,15873224,60597,156,4,556,556,4,0,0,0,0,0,128040,127936
119,8355,6312553,244,51,0,0,560,4,0,0,0,0,0,43588,43509
2884,25479618,31799718,3296,2587,4,556,556,4,0,0,0,0,0,16735,16512
291,31697,6327295,347,216,2,278,278,2,0,0,0,0,0,2247,2147
221,28963,6338639,480,261,5,759,556,4,0,0,0,0,0,2387,2277
4804,88410587,142931523,250678,2520,0,0,560,4,0,0,0,0,0,663025,662890
80,11019,10935,78,76,4,556,556,4,0,0,0,0,0,839,744
1715,31572248,50568961,2716,1162,130,5513604,4618,66,0,0,0,0,0,10468,10267
71233,10154279,6321457,310,146,6,640,598,5,0,0,0,0,0,142675,142573
2795,50585949,38000413,2746,1431,2,278,280,2,0,0,0,0,0,12329,12117
596,6344364,12640685,667,221,4,560,560,4,0,0,0,0,0,1561,1491
2771,38016443,19098431,2143,1712,2,278,278,2,0,0,0,0,0,8526,8391
349204,14740587,38137045,156133,1400,2,278,280,2,0,0,0,0,0,649148,649024
76,10315,63905,1070,66,5,763,11505,204,0,0,0,0,0,1397,1302
3661,82034084,82259750,5276,2517,0,0,278,2,0,0,0,0,0,10669,10506
88,11775,11859,90,81,4,556,556,4,0,0,0,0,0,440,348
119,8331,6321605,312,146,0,0,556,4,0,0,0,0,0,5446,5353
2524,25429231,44343121,3100,2022,4,556,556,4,0,0,0,0,0,8162,8005
45767,2484364,12620289,448,101,4,556,556,4,0,0,0,0,0,46402,46294
270,28842,20896,149,186,2,278,278,2,0,0,0,0,0,855,750
4455,88357367,113786084,6263,2356,0,0,280,2,0,0,0,0,0,12310,12228
2604,25441720,194380,1412,2116,4,556,556,4,0,0,0,0,0,12052,11911
260,27417,6323353,325,166,39,3147,2495689,72,249512,6303353,249512,6303353,249512,592,525
7134,126319584,225694130,421261,2917,0,0,278,2,-630374,0,-630374,0,-630374,1009861,1009726
186,6304415,20684,210,96,0,0,278,2,0,7549,0,7549,0,857,762
1137,25258913,31547141,1090,281,2,278,278,2,630328,6303285,630328,6303285,630328,2951,2833
178524,20167840,12644169,299639,1160,2,278,556,4,0,0,0,0,0,951652,951520
635,18925188,22698,227,116,4,556,556,4,0,0,0,0,0,1059,952
527,12630923,39163,396,216,2,278,278,2,0,0,0,0,0,1197,1130
511,59612,51204,381,552,75,5116,278,2,0,0,0,0,0,2156,2029
1024,178091,245525,1043,1506,3,320,280,2,0,0,0,0,0,5657,5537
119909,50557302,6329511,368,236,5072,274232,556,4,0,0,0,0,0,121195,121084
135752,19939595,32206325,129706,276,156,6171242,6777,94,0,0,0,0,0,273902,273787
3112,25508881,107592182,7394,2816,4,556,4199,55,661,7153,661,7153,661,15351,15213
1470,31528934,31720118,2647,1766,0,0,278,2,0,0,0,0,0,11038,10918
4641,69608063,75913136,4867,1766,2,280,278,2,0,0,0,0,0,13625,13494
911,56173,11449,81,81,101,5794,556,4,0,0,0,0,0,2072,1969
280288,24403957,19100857,303999,800,66,2233145,556,4,630335,6303353,630335,6303353,630335,948401,948277
3210,31768292,50632471,3068,2002,4,556,6186,89,410,8011,410,8011,410,10748,10623
770,12654817,12663296,890,427,144,5646165,5451,74,603921,6040012,603921,6040012,603921,1808,1742
10,856,9168,67,56,0,0,556,4,0,0,0,0,0,495,408
475,12615711,6349904,626,296,0,0,556,4,0,0,0,0,0,3284,3174
277,25581,18932008,743,136,2,278,278,2,0,0,0,0,0,1378,1267
772,12652925,12678969,1158,374,88,6100,6170510,149,0,0,0,0,0,4340,4187
1291,71575,6375979,1415,56,235,13435,2637473,270,631937,6360305,631937,6360305,631937,2722,2669
183273,209436049,101191934,156074,2880,4,556,560,4,0,0,0,0,0,667119,666984
1218,6410564,37904477,1753,792,57,4330,3677115,99,0,0,0,0,0,4638,4521
2594,75671796,31754169,3282,1632,0,0,560,4,0,0,0,0,0,11657,11443
2779,63100742,63291974,4169,2072,72,4752,5776704,140,615,6150,615,6150,615,9596,9435
4082,63295838,50685576,3671,2281,2,280,280,2,0,0,0,0,0,10693,10527
1850,6517085,31768261,3082,2182,4,556,4989814,129,0,0,0,0,0,8317,8181
3855,56984966,50670176,3503,2191,2,280,280,2,0,0,0,0,0,10296,10132
3420,75732649,86150795,248649,2140,0,0,560,4,0,0,0,0,0,658000,657869
2002,44174550,44382466,3521,2262,0,0,556,4,0,0,0,0,0,16112,15889
1214,25261439,32059,290,226,82,3020486,278,2,0,0,0,0,0,1997,1878
1764,25341419,110953,836,1171,145,5777157,278,2,0,0,0,0,0,5692,5561
124,8684,6314141,254,71,0,0,278,2,630335,6303352,630335,6303352,630335,803,715
151,10442,6324874,334,181,0,0,560,4,0,0,0,0,0,1868,1760
195,6305017,90838,473,246,0,0,602,5,0,0,0,0,0,2584,2480
51754,2798396,15039833,45230,126,5476,296983,6068452,5539,0,0,0,0,0,97467,97366
355,24490,18931422,680,181,0,0,556,4,0,0,0,0,0,5560,5461
4683,113559926,94925944,6302,2837,0,0,278,2,0,0,0,0,0,12923,12760
11,926,10491,79,66,0,0,759,5,0,0,0,0,0,1702,1617
4322,94661026,107483698,6119,2517,121,5119794,4108,60,661,6612,661,6612,661,22171,21943
62525,9683251,16176529,66251,126,5024,271466,271466,5024,0,0,0,0,0,129063,129008
1029,137823,12757911,1595,1452,4,556,3064,42,0,0,0,0,0,7741,7533
6613,113811058,113811098,6593,2437,2,278,280,2,0,6303371,0,6303371,0,16760,16629
1398,75776,89115,1494,106,92,4968,5528,96,448,74142,448,74142,448,3942,3857
6465,113798639,107503173,6387,2387,2,278,280,2,-702,0,-702,0,-702,16374,16243
801,12636634,25271303,1257,434,0,0,280,2,0,6302552,0,6302552,0,3603,3447
3483,50665188,12806738,1873,2056,144,5646167,560,4,0,0,0,0,0,14035,13902
4724,75908060,31794144,3238,2506,4,556,556,4,0,7416,0,7416,0,14513,14372
2313,25409546,12818165,2180,1877,4,556,556,4,0,0,0,0,0,9616,9491
1679,44155717,35330275,239250,1450,65,4567,4333188,112,0,0,0,0,0,511139,511058
86,11659,11715,86,81,4,556,560,4,0,0,0,0,0,536,440
1252,31543732,19030199,1708,857,0,0,556,4,0,0,0,0,0,5790,5671
334,29521,6324089,379,101,4,556,556,4,0,0,0,0,0,1247,1143
1841,25343124,113532,908,1101,4,556,560,4,0,0,0,0,0,6827,6700
93117,11337196,17285173,86676,196,5058,273472,273472,5058,0,0,0,0,0,180097,179997
6695,126289424,200450690,420349,2587,0,0,556,4,0,0,0,0,0,1006310,1006175
3501,82029657,86685514,411623,1817,0,0,280,2,0,0,0,0,0,657127,657001
708,25214671,58786,655,256,0,0,763,5,0,0,0,0,0,267533,267428
842,6390041,84366,644,876,4,560,556,4,0,0,0,0,0,3773,3649
379,6323861,6324451,391,96,2,278,278,2,0,0,0,0,0,1469,1373
474,12615641,6346220,599,256,0,0,759,5,0,0,0,0,0,3203,3096
225,6307238,45044,423,336,0,0,556,4,0,0,0,0,0,1987,1883
59939,22129642,9545826,59950,126,5172,280189,2378724,5193,0,0,0,0,0,120309,120213
449,12620307,13521,101,101,4,556,560,4,0,0,0,0,0,1734,1638
194,17847,9036,65,56,4,556,556,4,0,0,0,0,0,18950,18859
3533,44379940,44419168,4106,2191,2,278,280,2,0,0,0,0,0,19633,19409
5614,119923532,145372211,414452,2547,54,3584,1839808,65,0,0,0,0,0,668539,668403
2069,37891322,56968483,3637,2082,0,0,560,4,0,0,0,0,0,13616,13485
176394,81759703,81394646,286308,1477,136,4990048,5902,85,144503,6303352,144503,6303352,144503,652270,652144
1255,31557899,5149983,353,266,77,5226,5121318,139,498925,6303352,498925,6303352,498925,147938,147820
139,18730,18562,135,156,4,556,556,4,0,0,0,0,0,1463,1359
2858,75689480,44414384,4020,2242,0,0,556,4,0,0,0,0,0,16070,15847
2649,6602584,12873366,2331,2836,2,278,278,2,0,0,0,0,0,13692,13552
2047,25347366,37941676,2211,962,4,556,556,4,0,0,0,0,0,6635,6468
262,27121,18834,139,156,5,598,602,5,0,0,0,0,0,1005,902
1693,25282597,56950415,3421,2042,0,0,556,4,0,0,0,0,0,13848,13719
208,23282,63638,174,156,4,556,560,4,0,0,0,0,0,2513,2412
6240,101198578,107456530,5705,2526,123,5120072,280,2,0,0,0,0,0,22457,22229
5545,82278844,219272,1616,2376,4,556,556,4,0,0,0,0,0,13276,13139
55778,3023949,6325111,387,116,5,598,556,4,0,0,0,0,0,56373,56279
509,36447,6550865,680,111,0,0,280,2,0,0,0,0,0,1442,1348
97317,17860802,23958715,93711,186,2,278,278,2,0,0,0,0,0,192030,191932
713,12641630,28103,268,171,4,556,556,4,0,7615,0,7615,0,89570,89455
103,13925,13757,99,106,4,556,556,4,0,0,0,0,0,1145,1049
306,6320571,24781,239,136,3,320,278,2,0,0,0,0,0,982,888
103,14119,14119,103,111,2,278,278,2,0,0,0,0,0,1308,1210
3416,44370401,25479685,3179,2076,145,5777157,278,2,0,0,0,0,0,14738,14612
1266,12712682,25330734,1774,971,4,556,560,4,0,0,0,0,0,5960,5796
307,6321323,22483008,66358,146,4,556,2758270,79,0,0,0,0,0,132914,132818
4255,63305388,38079990,3344,2271,3,320,280,2,0,0,0,0,0,16328,16103
262,23666,18926873,664,116,4,556,626,5,0,0,0,0,0,1769,1672
294,6319870,16580,124,131,5,759,759,5,0,0,0,0,0,125270,125167
250,26407,12632936,595,156,4,556,598,5,0,7218,0,7218,0,1285,1171
1811,12694072,111604,1820,106,100,5740,5740,100,491,81219,491,81219,491,3805,3705
14154,771052,762798,14033,51,1343,73914,71284,1314,0,0,0,0,0,28302,28215
484,12624851,18342,139,151,2,278,278,2,0,0,0,0,0,1522,1420
102,13883,13915,102,106,4,556,556,4,0,0,0,0,0,4229,4131
501,12628322,12666900,1070,191,4,556,556,4,0,0,0,0,0,2058,1947
896,12741398,12612514,700,206,5,598,560,4,0,0,0,0,0,2694,2593
566,12621456,6420679,1207,1042,0,0,278,2,0,0,0,0,0,4502,4332
116,15523,15523,116,121,4,560,560,4,0,0,0,0,0,233,176
75,10227,10059,71,66,6,829,759,5,0,0,0,0,0,23954,23859
2870,25494519,107514035,6222,2886,2,278,278,2,0,0,0,0,0,18150,18016
122,8569,6315488,263,86,38,2785,1970329,58,0,0,0,0,0,559,474
331,30975,12624315,483,136,3,322,322,3,0,0,0,0,0,142236,142170
531,6336502,17702,133,146,4,556,556,4,0,0,0,0,0,4082,3978
1358,31551029,25409207,2427,1697,0,0,556,4,0,0,0,0,0,9268,9141
13414,731047,7019105,13338,46,43,3237,1839099,56,0,0,0,0,0,26814,26730
243,24751,6319601,292,131,5,759,829,6,0,0,0,0,0,1526,1430
179,24484,24972,186,226,2,278,278,2,0,0,0,0,0,248201,248100
2001,272608,31809810,3193,2966,2,278,278,2,0,0,0,0,0,17278,17039
34342,8158567,2211407,40798,106,4,556,556,4,0,0,0,0,0,75546,75448
152,20246,31560534,1356,171,4,556,560,4,0,0,0,0,0,2763,2664
125243,25648430,19380059,125380,256,5473,6458022,293983,5411,0,0,0,0,0,251266,251155
306,32655,24406,183,216,3,320,322,3,0,0,0,0,0,1367,1264
2773,12739766,6468540,2886,231,98,5292,5852,102,529,6426816,529,6426816,529,6877,6781
359,12607748,29944,334,116,0,0,556,4,0,0,0,0,0,4268,4181
601,12624294,12641973,722,166,0,0,602,5,0,0,0,0,0,185800,185701
67,9148,17601,191,56,5,626,556,4,0,0,0,0,0,370,267
282806,68638697,19169314,304688,1280,61,4595,278,2,443,14966,443,14966,443,952976,952844
3720,56958155,217326,1602,2356,4,560,278,2,0,0,0,0,0,11382,11243
200,26336,6344187,582,236,4,556,560,4,0,0,0,0,0,229133,229026
317,34838,18961041,1064,246,4,556,560,4,0,0,0,0,0,2354,2256
1947,31631093,83532,638,866,84,5856,556,4,0,0,0,0,0,5630,5513
3697,56937557,69515383,3619,1422,4,556,556,4,0,0,0,0,0,10883,10676
288023,144548637,25587086,305741,2460,4,556,278,2,0,0,0,0,0,964152,964008
458,12622189,23358,227,126,2,278,390,4,0,0,0,0,0,1027,920
1983,270106,31807308,3175,2936,4,556,556,4,0,0,0,0,0,17206,16967
514,16943776,81051,774,622,117,4333312,5266,75,0,0,0,0,0,3548,3433
3275,50628647,25391871,2200,1661,2,278,3448,50,0,0,0,0,0,12247,12033
4107,69480120,132729874,6875,3177,1,42,598,5,0,0,0,0,0,22686,22459
264,27871,6330992,429,171,4,556,556,4,0,6303287,0,6303287,0,1617,1523
348975,14709435,25466667,155087,1055,4,556,560,4,0,0,0,0,0,644771,644648
13877,6653309,12999,149,26,13840,6647966,7656,112,0,0,0,0,0,26172,26096
5414,94841902,75939390,5002,2292,4,556,704,6,0,0,0,0,0,15350,15129
1712,6394418,6409597,1933,101,169,2500923,8974,145,1488,81198,1488,81198,1488,3804,3697
385,37800,37882769,1781,206,4,556,560,4,0,0,0,0,0,3683,3578
3431,88310302,57105040,5084,3007,66,4356,5645088,134,0,1998,0,1998,0,21292,21065
3392,31823232,38143992,3814,2977,4,556,556,4,0,0,0,0,0,21211,20988
1283,12666394,30809,341,121,142,1319311,2822,36,0,0,0,0,0,2547,2456
753,18926238,12646404,815,121,62,2232606,3609,46,318,7879,318,7879,318,3240,3180
180746,177781414,75909475,154727,2360,4,556,560,4,0,0,0,0,0,660734,660599
769,18937563,20524,154,176,2,280,320,3,0,0,0,0,0,99734,99621
727,12633118,19095970,2015,1847,0,0,556,4,0,0,0,0,0,7469,7349
3143,25488012,31783650,3199,2316,4,556,556,4,0,0,0,0,0,14750,14623
3292,25514438,244768,1775,2676,4,556,556,4,0,0,0,0,0,15128,14986
2238,44189966,56983588,3839,2202,1,70,556,4,0,0,0,0,0,14602,14381
2939,6452997,170890,2977,106,193,10422,10982,197,977,155253,977,155253,977,5974,5917
448,6331901,12771968,3154,171,4,556,5578,97,13608,136080,13608,136080,13608,6589,6486
929,6394678,19008013,1354,856,4,556,556,4,0,0,0,0,0,4909,4791
978,18949018,15565,117,121,4,556,560,4,0,0,0,0,0,2080,1986
346,6347536,90190,1067,256,0,0,823,6,0,0,0,0,0,3530,3422
561,55651,6342927,499,366,4,556,556,4,0,0,0,0,0,2068,1959
1109,31533617,22674823,238439,1080,0,0,560,4,0,0,0,0,0,509233,509153
4225,82071372,120148070,6804,3257,74,4884,6170514,149,582,5820,582,5820,582,24595,24364
642,6345325,23914515,92910,176,2,278,285344,5281,0,0,0,0,0,93877,93765
146,19324,23367488,83344,161,2,280,296846,5494,0,0,0,0,0,83775,83658
633,6353082,41945,350,386,4,556,556,4,0,0,0,0,0,1748,1632
1451,25326167,6397549,687,361,4,556,598,5,-630335,0,-630335,0,-630335,4305,4200
2483,56789612,56942931,3603,1652,0,0,280,2,0,0,0,0,0,14634,14418
18569,1009736,1009524,18593,56,31,2614,556,4,0,0,0,0,0,37704,37620
2594,75671796,31752209,3268,1612,0,0,280,2,0,0,0,0,0,11346,11132
2368,19114078,44297004,2619,1707,153,6039976,6064,83,0,0,0,0,0,8600,8475
